chr,start,start_snpid,end,end_snpid,mex,nsnp,dis
3,9380181,SYN21250,9432912,SYN31664,0.2655652173913,4,52731
3,10274371,SYN7557,10277935,SYN7564,0.287832298136646,7,3564
3,10453059,SYN24350,10455006,PZE-103017768,0.32,2,1947
3,11446488,PZE-103019236,11649402,SYNGENTA10369,0.582594861660077,11,202914
3,13312272,SYN37725,13504561,PZE-103021381,1.73415217391304,15,192289
3,13686330,PUT-163a-14245173-339,13686484,PUT-163a-13382148-213,0.294293478260865,2,154
3,15056259,PZE-103022830,16309019,PZE-103023739,0.639547101449277,24,1252760
3,17019948,SYN27550,17034287,SYNGENTA10712,0.53704347826087,4,14339
3,18994492,PZE-103025956,18998290,PZE-103026023,0.711873913043476,5,3798
3,19944061,SYN8204,20417709,SYN28131,0.501033248081843,17,473648
3,22385428,PZE-103029873,22389425,PZE-103029988,0.78015760869565,4,3997
3,23011641,SYN555,23100413,PZE-103031099,0.656396739130432,4,88772
3,23209748,PZE-103031307,23263616,PZE-103031363,0.256907608695652,4,53868
3,23435044,PZE-103031418,24906062,PZE-103032194,0.316665056360708,27,1471018
3,26313002,PZE-103033731,26354139,PZE-103033843,0.252876811594207,3,41137
3,29008787,PZE-103035720,30050207,PZE-103036576,0.618942834138485,27,1041420
3,31390797,SYN11138,32125008,SYN6859,0.672067774936065,34,734211
3,35353297,PZE-103039662,35353733,SYN12767,1.05139130434783,3,436
3,37092182,PZE-103041012,37238076,PZE-103041138,0.4302371541502,11,145894
3,38048617,PZE-103041556,38053211,SYNGENTA5939,0.224275362318837,3,4594
3,38602012,PZE-103041877,41403869,PZE-103043110,2.125431575196,61,2801857
3,43092692,PZE-103043712,43524890,PZE-103044113,0.800177018633539,14,432198
3,48043020,SYN13453,48493599,SYN657,0.50741304347826,5,450579
3,49562562,PZE-103047128,52746998,PZE-103048931,0.212782608695651,43,3184436
3,53143525,PZE-103049110,54253578,PZE-103049829,0.932196640316204,22,1110053
3,56813579,PUT-163a-16927508-1172,57393000,PZE-103051733,0.53976811594203,18,579421
3,58079313,PZE-103052016,58559423,PZE-103052358,0.270195652173914,14,480110
3,58714575,PUT-163a-78113073-4314,59044722,PZE-103052720,0.289352842809369,13,330147
3,59601054,PZE-103052979,61242313,PZE-103053867,0.449790081521739,32,1641259
3,62611266,PZE-103054237,66343921,PZE-103055347,1.49977307398932,57,3732655
3,66948452,PZE-103055682,87088829,PZE-103059812,1.81297693328908,131,20140377
3,87544980,PZE-103059944,91088034,PZE-103061139,0.732076339737108,43,3543054
3,96177826,PZE-103062429,98793483,PZE-103063053,0.896703661327231,19,2615657
3,106008242,PZE-103065661,107196502,PZE-103066354,1.78895355731226,22,1188260
3,111448524,PZE-103068050,111448581,PZE-103068051,0.253152173913043,2,57
3,111871873,PZE-103068203,111913098,PZE-103068224,0.666746376811593,3,41225
3,111963472,PZE-103068285,111971131,SYN38653,0.291108695652175,2,7659
3,112027496,PZE-103068422,114790935,PZE-103070324,1.46349914748508,51,2763439
3,115005691,PZE-103070612,118288461,PZE-103071922,0.924504140786754,42,3282770
3,118807567,PZE-103072120,119967521,SYN22862,0.79169565217391,23,1159954
3,119991018,PZE-103072825,121623941,PZE-103073407,1.57490846681923,19,1632923
3,122061563,PZE-103073631,122380917,ZM013111-0295,0.612091032608698,16,319354
3,122383001,PZE-103073940,123405178,PZE-103074652,0.450019323671496,27,1022177
3,126444842,PZE-103076130,127050081,PZE-103076395,0.897239130434783,14,605239
3,127544472,PZE-103076950,128633138,PZE-103077593,0.438715415019763,22,1088666
3,128881344,SYN9672,134791581,SYN8186,1.64828380315337,91,5910237
3,134867390,PZE-103081176,134907654,PZE-103081219,0.3025,2,40264
3,136419047,PZE-103082430,136845464,PZE-103082585,1.31606832298137,7,426417
3,140551607,PZE-103084865,142695512,PUT-163a-16919470-1026,0.701523550724637,48,2143905
3,143801136,ZM013583-0354,143802488,PZE-103086785,2.21861956521739,4,1352
3,144265686,PZE-103087100,144416264,SYN9853,0.40378260869565,4,150578
3,147010907,PZE-103088722,147016645,PZE-103088747,0.75823913043478,4,5738
3,147406521,SYN8458,147938876,SYN8494,1.66769358178054,21,532355
3,152182235,PZE-103092313,152202763,PZB01183.1,0.535115942028986,3,20528
3,153855825,PZE-103092830,154017140,PZE-103093040,0.94172463768116,9,161315
3,156278627,PZE-103096403,156284786,PZE-103096420,0.205597826086955,4,6159
3,156483037,PUT-163a-111190332-143,156485810,PZE-103096619,0.365202898550727,3,2773
3,157050918,PZE-103097469,158444676,PZE-103098174,0.673179130434783,25,1393758
3,158511921,PZE-103098232,158514003,PUT-163a-4174570-2032,0.348983695652174,4,2082
3,158524074,PZE-103098283,158525361,PZE-103098294,0.461586956521739,2,1287
3,158768649,PZE-103098440,158901632,SYN25550,3.05023411371237,13,132983
3,165468730,SYN31292,165477968,SYN31293,0.51595652173913,2,9238
3,165725085,PUT-163a-16925568-1103,165733512,PZE-103104198,0.398543478260871,8,8427
3,166011175,SYN14727,166033152,SYN38962,0.41445652173913,4,21977
3,166448477,PUT-163a-76293601-3974,168525546,PZE-103107609,1.13554199604743,44,2077069
3,169576793,PZE-103108648,169730362,PZE-103108908,0.372304347826086,4,153569
3,170436993,PZE-103109875,170444223,SYN23413,1.15241304347826,4,7230
3,170499681,PZE-103110183,170771737,PZE-103110416,0.637093167701864,7,272056
3,171894961,SYN37786,172050320,PZE-103111690,0.3780652173913,6,155359
3,172675399,PZE-103112970,173005115,SYN28495,0.410274456521736,8,329716
3,175554472,PZE-103115618,175562116,PZE-103115629,1.22972826086957,2,7644
3,176677313,PZE-103118101,176791731,SYN1547,1.89597826086957,6,114418
3,177019447,PZE-103118331,177446587,PZE-103118562,2.17646153846154,13,427140
3,178048578,PZE-103119143,178183413,SYN21417,0.436945652173915,8,134835
3,178411734,PZE-103119878,179126977,PZE-103120779,1.04626086956522,23,715243
3,179969363,SYN8830,179989195,SYN8834,0.510434782608695,2,19832
3,180744946,SYN31730,180747973,PZE-103123019,0.23746739130435,2,3027
3,180899575,PZE-103123171,181124427,PZE-103123538,1.65208212560386,9,224852
3,181652847,ZM013383-0465,181654172,PZA03359.4,0.263728260869565,4,1325
3,181768919,PZE-103124449,181906146,PZE-103124686,0.66313043478261,6,137227
3,183084768,ba1.5,183085021,ba1.7,1.0353768115942,3,253
3,183134322,PZE-103125579,183323668,PZE-103125767,0.230478260869565,9,189346
3,183555110,PZE-103125892,183646238,PZE-103126019,0.342760869565216,5,91128
3,184239673,PZE-103127045,184281956,SYN1223,0.28554347826087,3,42283
3,184434775,SYN1220,184630418,SYN23233,0.745449275362319,6,195643
3,186929492,SYN10950,186929813,SYN10949,0.81428260869565,3,321
3,187028970,SYN36300,187439811,SYN21219,1.20530179028133,17,410841
3,188091257,PZE-103132112,188336432,SYN834,0.803736024844721,14,245175
3,189457886,PZE-103133568,189536582,PZE-103133772,0.42278260869565,2,78696
3,189985384,SYN5521,190062809,PZE-103134460,0.53945652173913,2,77425
3,191925944,SYN23089,193758223,PUT-163a-149109030-949,0.572747035573122,33,1832279
3,195243738,PZE-103138943,195268058,SYN33683,1.13696376811594,3,24320
3,195318901,PZE-103139039,195514372,SYNGENTA14765,0.568809782608697,12,195471
3,196091378,PZE-103140361,196154842,PZE-103140670,0.53659782608696,4,63464
3,196351287,SYN6514,196569483,PZE-103141268,1.54349011857708,11,218196
3,197252279,PZE-103141647,198216282,SYN22986,0.500886287625416,26,964003
3,198520055,PZE-103142979,198600428,PZE-103143078,0.889273913043478,5,80373
3,199244715,PZE-103143599,199248941,PZE-103143669,0.315072463768113,3,4226
3,199274499,PUT-163a-18176904-1455,199561516,SYN33373,1.04683695652174,8,287017
3,199828443,SYN31493,200311070,PZE-103145363,0.732334782608695,10,482627
3,200396129,PZE-103145512,200426061,PZE-103145531,1.50747826086957,3,29932
3,201180601,SYN8109,201249293,PZE-103146632,1.42136956521739,8,68692
3,201301820,PZD00004.3,202184988,PZE-103148276,0.486985507246377,36,883168
3,202763772,PZE-103148725,202768902,PZE-103148803,0.45196195652174,4,5130
3,202829563,SYN28290,202830926,PZE-103148913,0.219065217391303,3,1363
3,203465196,PZE-103149456,203895038,PZE-103149689,0.823669960474311,11,429842
3,204283178,PZE-103150004,204286171,PZE-103150034,1.12186956521739,2,2993
3,204994023,PZE-103151010,205025245,SYN18656,0.37993115942029,6,31222
3,205407552,PUT-163a-148964486-613,206617131,PZE-103153359,1.40415879017014,23,1209579
3,207413237,PZE-103154516,207555271,PZE-103154688,0.516907608695653,12,142034
3,209735048,SYN34625,209913159,SYN36311,1.52855797101449,12,178111
3,210267125,SYN20828,210508497,SYN32112,0.33891304347826,14,241372
3,213800881,SYN36395,214208285,PZE-103164338,1.36784782608696,5,407404
3,214305947,SYN35424,214795607,PZE-103165058,0.635763586956523,8,489660
3,214899677,SYN36904,214900353,SYN36909,2.85754347826087,4,676
3,215181142,PHM13742.5,215218459,PZE-103165871,0.48313043478261,2,37317
3,215850087,PZA03146.2,215902752,PZE-103166909,0.52184782608696,4,52665
3,216008196,PUT-163a-22545298-1589,216477504,PZE-103167850,0.37878260869565,19,469308
3,217571921,SYN31519,217631510,SYN31517,0.27480434782609,3,59589
3,217895507,SYN6785,217899034,SYN6765,0.99939130434783,5,3527
3,219834845,PUT-163a-71331763-3192,220028220,PZE-103173540,1.35429710144928,9,193375
3,220506868,PUT-163a-78087967-4211,220686743,PZE-103174030,0.391665217391303,10,179875
3,221688583,PZE-103175779,221705978,PZE-103175946,0.404614130434785,4,17395
3,221923815,PZE-103176167,222451007,PZE-103176477,0.572630434782609,5,527192
3,223083077,PZE-103177259,223090872,SYN24268,1.8856847826087,4,7795
3,223561082,PZE-103177674,223683787,PZE-103177781,0.262567934782611,8,122705
3,223737353,ZM014594-0272,223752352,PZE-103177974,0.750821739130436,5,14999
3,224487247,PZE-103179078,224631614,SYN4283,0.469913043478261,11,144367
3,225037917,ZM003376-0242,225341156,SYN617,0.894608695652174,13,303239
3,225579187,PZE-103180685,225823377,SYNGENTA11784,0.662534782608694,10,244190
3,226957117,SYN29677,226957202,PZE-103181990,0.26897826086957,2,85
3,227128965,PZE-103182399,227129108,PZE-103182400,0.956260869565217,2,143
3,227274031,PZE-103182712,227413494,PZE-103182953,0.449285326086959,8,139463
3,227486499,PZE-103183147,227624308,PZE-103183235,2.53652173913043,5,137809
3,228451330,PZE-103183786,228451397,PZE-103183787,0.86534782608696,2,67
3,229241840,SYN4876,229385474,PZE-103184603,0.418567391304349,10,143634
3,229865894,PZE-103185410,230182652,PZE-103185754,1.01386594202899,18,316758
3,230393273,PZE-103186042,230515826,PZE-103186325,0.397384615384614,13,122553
3,230658950,PZE-103186492,230993019,PZE-103186785,0.634574879227054,9,334069
3,231869118,PZE-103187082,232094969,PZE-103187455,0.780759510869567,16,225851
4,1220753,PZE-104005454,1255163,PZE-104005331,0.439830434782608,5,34410
4,3515393,PZE-104004415,3596029,PZE-104004501,0.649144927536233,3,80636
4,4477805,PZE-104006203,5010855,SYNGENTA2236,0.816322981366458,14,533050
4,5243745,SYN29999,5246710,PZE-104007604,0.58741304347826,2,2965
4,6386989,PZE-104009343,6413238,SYN9599,2.74495169082126,9,26249
4,7172555,PZE-104010129,7174847,PZE-104010147,1.03470652173913,2,2292
4,7448481,PZE-104010351,7618284,PZE-104010477,1.43909057971015,6,169803
4,9756254,SYN11697,9760095,PZE-104011271,1.0348768115942,3,3841
4,10479567,SYN34571,10483045,SYN34573,0.78508695652174,2,3478
4,11885526,SYN28715,12782818,PUT-163a-74244684-3688,0.952013043478261,15,897292
4,13126554,PZE-104014229,13130214,PZE-104014244,0.746065217391303,3,3660
4,13771270,PZE-104014546,14036462,PZE-104014780,0.979373188405797,6,265192
4,14507281,SYN12142,14541356,PZE-104015086,1.042,3,34075
4,15298119,SYN13983,15583336,SYN33244,0.59454347826087,9,285217
4,17829730,SYN8692,17830683,SYN8693,0.53284782608696,4,953
4,18117835,PZE-104018300,18209282,PZE-104018363,0.94352173913043,5,91447
4,18573717,SYN1501,18916144,PZE-104018885,1.97867598343685,21,342427
4,20054320,PZE-104019423,20102344,PZE-104019470,0.44254347826087,3,48024
4,20773159,PUT-163a-110206849-64,21220943,PZE-104019988,0.550478260869564,9,447784
4,22142582,SYN15294,22530923,PZE-104021070,1.13506956521739,10,388341
4,23727148,PZE-104022026,24112689,PZE-104022296,0.577297826086956,10,385541
4,26501203,SYN12649,26614895,PHM4901.9,0.228514492753623,6,113692
4,28027491,PZE-104024382,28124580,PUT-163a-76289863-3935,0.241375776397516,7,97089
4,28984241,PZE-104024876,28985737,PZE-104024889,0.320271739130435,2,1496
4,30199190,PZE-104025517,31108073,PZE-104025973,0.858404047976013,29,908883
4,31306276,PZE-104026267,32060613,PZE-104027060,0.288753623188407,9,754337
4,32791915,PZE-104027630,33361597,PZE-104027907,0.246741847826087,8,569682
4,34019505,SYN5775,34901943,PZE-104028825,0.966719806763288,18,882438
4,37937180,SYN23402,38029418,SYN30536,0.294517391304347,5,92238
4,39542254,PZE-104032365,41839551,SYN4255,1.2331309650053,41,2297297
4,41851034,PZE-104033489,44504375,PZE-104035067,0.779891304347829,48,2653341
4,49413636,PZE-104036615,54100010,SYN14029,0.824224414715718,65,4686374
4,54102168,SYN14030,54509254,SYN33300,1.11919927536232,6,407086
4,56312802,PZE-104041266,56533267,PZE-104041384,1.33378985507246,3,220465
4,58033711,PZE-104042141,66935940,SYN25538,1.52574554269628,139,8902229
4,72244070,PZE-104047670,72852564,SYN1338,0.433464426877471,11,608494
4,75508334,PZE-104049103,81526478,PZE-104051553,0.628837450592885,88,6018144
4,82662652,PZE-104052129,83816571,PZE-104052705,0.662688963210705,26,1153919
4,96309068,PZE-104056726,96311472,PZE-104056745,0.467815217391305,2,2404
4,114274795,PZE-104059028,119471467,PZE-104060760,0.894456916996051,55,5196672
4,121371052,PZE-104061539,124525538,PZE-104062911,1.57685326086956,36,3154486
4,143073638,PZE-104071903,143716879,PZE-104072466,0.361798136645965,14,643241
4,144669255,PZE-104073328,144727138,PZE-104073340,0.332963768115943,3,57883
4,145622859,SYN19881,146508679,PZE-104074620,0.798658385093167,14,885820
4,149897244,PZE-104076112,150024400,PZE-104076193,0.48682608695652,3,127156
4,150464488,PZA02992.15,150578447,PZE-104076485,0.463343478260871,5,113959
4,151070221,PZE-104076713,151083374,PZE-104076760,0.832195652173913,4,13153
4,151538378,PHM15864.8,151712829,PZE-104077288,0.31545652173913,2,174451
4,153632998,SYN13967,153752770,PZE-104079495,0.776934782608696,5,119772
4,154047404,PZE-104079742,154047619,PZE-104079748,0.783717391304345,2,215
4,155771774,PZE-104081298,155805873,SYN29826,0.446449275362319,3,34099
4,156955443,SYN2340,156958698,ZM012531-0288,0.814014492753623,3,3255
4,156993573,SYN9094,156998152,SYN9091,0.3985652173913,4,4579
4,157481981,PZE-104083441,157494238,PZE-104083501,0.66663043478261,2,12257
4,157552735,PZE-104083652,157554508,PZE-104083655,0.587065217391305,2,1773
4,157911888,PZE-104083827,157998574,PZE-104084001,1.16508695652174,3,86686
4,160566675,PZE-104086354,161052575,PZE-104086655,0.884242028985507,15,485900
4,162678166,PZE-104087825,162694715,PZE-104087852,0.709684782608695,2,16549
4,163854931,PZE-104088837,163899358,PZE-104088885,0.363891304347826,5,44427
4,164252250,PZE-104089381,164263863,PZE-104089440,0.42089751552795,7,11613
4,165659907,PZE-104089684,165679619,PZE-104089746,0.729786231884057,6,19712
4,165967329,PZE-104090017,165973974,PZE-104090097,0.278135869565215,4,6645
4,167386415,PZE-104092149,169803287,SYN20407,0.657369082125603,45,2416872
4,170013191,PZE-104093478,170027668,SYN2254,0.45786956521739,3,14477
4,170518042,SYN24904,170651212,PZE-104093812,0.918013043478262,5,133170
4,172055122,PZE-104095695,172688558,PZE-104096016,0.757475155279503,7,633436
4,172833206,PZE-104096416,173210826,SYN2244,0.54160869565217,10,377620
4,173310967,PZE-104096880,173374308,PZE-104096936,0.703875776397518,7,63341
4,174850079,PZE-104098283,175135414,PZE-104098648,0.296160869565219,10,285335
4,175272679,PZE-104098756,175336292,PZE-104098918,0.634014492753622,3,63613
4,175734275,PZE-104099226,175748832,PZE-104099276,0.267517391304348,5,14557
4,175971942,PZE-104099380,175980752,PZE-104099386,0.36563043478261,3,8810
4,177055544,SYN2322,177150719,SYN2317,0.444322981366456,7,95175
4,177434367,PZE-104100822,178137657,PZE-104101522,0.637773913043478,10,703290
4,178385894,PZE-104101753,178502179,PUT-163a-110213635-72,0.369960144927538,12,116285
4,178888136,PZD00031.4,179610471,PZE-104102916,0.239239130434783,8,722335
4,179618154,PZE-104103112,179648507,PUT-163a-76921937-4020,0.834843478260869,5,30353
4,179787933,PZE-104103469,179801379,PZE-104103602,0.399695652173914,8,13446
4,180198366,PZE-104103773,180237417,PZE-104103873,0.264014492753623,3,39051
4,182009253,SYNGENTA6284,182732777,PZE-104106433,0.725862700228832,19,723524
4,182873665,SYN25010,183640675,PZE-104106994,1.05805434782609,16,767010
4,183921982,PZE-104107327,183979542,SYN9199,0.20378260869565,4,57560
4,184547096,PZE-104107835,184782238,ZM012702-0484,0.475876811594203,3,235142
4,185181356,PZE-104108415,185309844,PZE-104108579,0.610902173913045,2,128488
4,185567383,SYN21455,185696404,SYN21456,0.427040760869564,8,129021
4,185864898,PZE-104109619,186199447,PZE-104110016,1.44626630434783,12,334549
4,186830731,PZE-104110543,186840496,PZE-104110698,0.440608695652177,3,9765
4,187595277,PZE-104112413,188491838,PZE-104113287,0.78912787723785,17,896561
4,189905893,PZE-104114501,190372843,PZE-104114790,0.80639440993789,7,466950
4,192696360,SYN31491,192815334,PZE-104116963,0.581934782608696,3,118974
4,193892648,PZE-104117587,194978215,PZE-104118113,0.51469948849105,17,1085567
4,196977445,SYN34701,197527307,PZE-104120445,0.386224080267557,13,549862
4,198131913,SYN38524,198388578,PZE-104121489,1.03633816425121,9,256665
4,199278350,PZE-104122240,199597664,PZE-104122422,1.14738198757764,7,319314
4,199936446,PZE-104122677,201082850,PZE-104123821,1.05132672634271,34,1146404
4,201236558,PZE-104123974,202075058,SYN28069,0.25897826086957,18,838500
4,203098232,PZE-104125536,203936765,PZE-104126021,0.801414596273291,14,838533
4,204668132,PZE-104126579,204861025,PZE-104126691,0.406798913043476,8,192893
4,205376489,PZE-104126927,205376547,PZE-104126928,0.213478260869565,2,58
4,205663186,PZE-104127010,207859632,PZE-104128161,0.643505610098177,31,2196446
4,208099922,PZE-104128326,208594051,PZE-104128500,1.26498447204969,14,494129
4,208875413,PZE-104128652,209229971,PZE-104128792,0.790360869565218,5,354558
4,209259453,PZE-104128889,209470107,SYN16580,0.23141304347826,6,210654
4,209798113,SYN6497,209976152,PZE-104129391,0.536391304347826,8,178039
4,212597324,PZE-104131099,214911222,PUT-163a-60348862-2597,0.345828557312249,44,2313898
4,215996510,PZE-104132610,216368472,PZE-104132899,0.403971014492752,12,371962
4,217522596,SYN492,218846053,SYN4631,0.998424818840579,24,1323457
4,225010211,PZE-104138027,225570280,PZE-104138269,1.32873913043478,12,560069
4,230800298,PZA03754.2,230800361,PZA03754.1,0.26395652173913,2,63
4,233005187,SYN11069,233024410,SYN11074,0.321445652173915,2,19223
4,233204685,PZE-104144387,233541810,PZE-104144719,0.583498327759202,13,337125
4,234567498,SYN28905,234571270,PZE-104146305,0.53630434782609,2,3772
4,234820975,PZE-104146792,234828089,SYN9319,0.298695652173917,3,7114
4,235081646,PZE-104147186,235209943,SYN13870,0.71186413043478,8,128297
4,235267930,SYN1161,235447529,PUT-163a-149095258-897,0.79121739130435,11,179599
4,235727057,SYN28881,235727670,SYN28884,0.33119565217391,2,613
4,236569763,ZM004771-0560,236756172,PZE-104150301,0.457178260869564,5,186409
4,237136783,PZE-104151091,237142280,PZE-104151167,0.74041304347826,2,5497
4,237268017,SYNGENTA13943,237442689,SYN7941,0.30721739130435,14,174672
4,237508697,PZE-104152306,237509462,SYN7917,0.447141304347825,2,765
4,237683341,ZM013346-0450,237704180,PZE-104152618,0.321934782608697,3,20839
4,238362623,SYN7814,238437442,SYN7835,0.509495652173911,10,74819
4,238744412,SYN38838,238932203,PZE-104154610,0.407231884057973,6,187791
4,238986146,SYN27082,238998536,PZE-104154777,0.425440217391303,4,12390
4,239370397,SYN39223,239370924,SYN39224,0.39919565217391,3,527
4,239682808,PZE-104156296,239702473,SYN21389,0.374857142857143,7,19665
4,240106598,SYNGENTA0879,240227508,SYN864,0.7084347826087,3,120910
4,240336675,SYN8790,240415965,SYN8787,0.335804347826087,3,79290
4,240456906,PZE-104157654,240457744,ZM012555-0370,0.30210869565217,3,838
4,240522833,PZE-104157783,241322382,PZE-104158108,1.7867214673913,16,799549
5,109141,PZE-105000098,914196,SYN33170,1.26045652173913,30,805055
5,1319392,PZE-105001477,1341465,SYN21480,0.80482608695652,10,22073
5,1525996,PZE-105001734,1534880,SYN21612,0.62492391304348,4,8884
5,1685686,SYN2358,1727484,SYN2371,0.739829192546586,7,41798
5,1898437,SYN14899,1954555,SYN35014,1.24273913043478,9,56118
5,2142037,SYN35353,2142403,SYN35352,0.74023913043478,3,366
5,2259905,PZE-105003682,2268991,PZE-105003736,0.50267391304348,2,9086
5,2283974,PZE-105003938,2308811,SYN33751,0.47567391304348,5,24837
5,2805104,SYN541,2805112,SYN538,0.364891304347826,2,8
5,3038486,SYN22678,3207115,PUT-163a-60350823-2646,1.11028449905482,23,168629
5,3538128,SYN9967,3539075,SYN9983,0.469152173913043,4,947
5,4766332,SYN5369,5105202,PZE-105011679,0.557239130434787,6,338870
5,5578832,SYN988,5623168,ZM015155-0206,0.643961956521737,4,44336
5,5926183,SYN3122,6139468,PZE-105014054,0.452832298136644,7,213285
5,6156859,PZE-105014188,6157091,PZE-105014190,0.24845652173913,2,232
5,6859778,PZA02462.1,6986417,PZE-105016060,0.718391304347827,9,126639
5,7137203,PZE-105016296,7140557,SYN8004,0.32209782608696,2,3354
5,7573972,PZE-105017202,7762829,PZE-105017654,0.93658862876254,13,188857
5,8460075,SYN38862,8549741,PZE-105018859,0.945178260869563,10,89666
5,9900694,SYN37837,9911057,SYN37836,0.331945652173912,4,10363
5,10009468,PZE-105020816,10101416,PZB00182.1,0.485559782608695,4,91948
5,10317293,PZE-105021734,11346813,PZE-105022649,1.07071321070234,26,1029520
5,11877562,PZE-105023608,11880075,PZE-105023645,0.474586956521735,2,2513
5,13052893,PZE-105025345,13280973,SYN14827,0.905963768115938,6,228080
5,14339487,PUT-163a-148947019-495,14611522,PZE-105028067,1.17922909698997,13,272035
5,15137526,SYN16500,15206848,SYN16499,0.646057971014493,3,69322
5,15321107,PZE-105029295,15435067,PZE-105029444,0.409551630434783,8,113960
5,16303939,SYN33294,16320604,PUT-163a-60350211-2639,0.7419347826087,2,16665
5,18583398,PZE-105033382,18622903,PZE-105033399,0.247108695652175,2,39505
5,19675006,PZE-105034591,19895817,PUT-163a-71422816-3214,0.439330434782607,10,220811
5,21415716,PZE-105036629,21988282,PZE-105036968,0.462140096618356,18,572566
5,23265300,PZA01427.1,23892316,PZE-105039096,1.50617913043478,25,627016
5,25619061,PZE-105040234,25661717,PZE-105040292,0.25529347826087,2,42656
5,30838566,PZE-105043494,31500587,ZM014286-0133,0.983239130434783,18,662021
5,31649634,SYN26666,31860788,PZE-105044315,1.85107357859532,13,211154
5,32614798,PZE-105044956,34801447,SYN28933,1.00984782608695,54,2186649
5,36470371,PZE-105047147,39672534,PZE-105048851,0.996065217391307,77,3202163
5,41360385,PZE-105049535,41365746,PZE-105049540,0.25179347826087,2,5361
5,42295067,PZE-105049918,42846769,PZE-105050370,1.02013405797101,24,551702
5,43647639,PZE-105050695,43649124,PZE-105050711,0.2453115942029,3,1485
5,46537873,SYN13540,46779865,SYN31657,0.2355652173913,9,241992
5,48144646,PZE-105052646,48384424,PZE-105052784,0.599580745341615,7,239778
5,50039829,PZE-105053944,50343804,SYN19035,0.348258695652174,10,303975
5,51215156,PZE-105054337,51361859,PZE-105054460,0.570166666666667,6,146703
5,53445250,PZE-105055664,54174129,PZE-105056273,0.233139492753623,12,728879
5,54964498,PZE-105056913,54992598,PZE-105056940,0.768260869565215,2,28100
5,57204446,PZE-105058689,58526144,SYN1422,0.946374223602484,28,1321698
5,61228987,PZE-105062126,64772178,PZE-105064367,1.1404746917586,67,3543191
5,65955730,PZE-105064915,66110865,PZE-105065076,1.21575217391305,5,155135
5,66424545,PUT-163a-28986827-1723,66429671,PZE-105065277,0.436369565217391,2,5126
5,67668163,PZE-105065918,67717686,PZE-105065975,0.707813043478261,5,49523
5,68389176,PZE-105066407,68428508,SYN38049,0.889121739130435,15,39332
5,69308623,SYN29079,70869157,PZE-105068275,0.618148272017835,39,1560534
5,71901166,PZE-105068797,72594596,PZE-105068930,0.54827173913043,2,693430
5,75884567,PZE-105071163,76942258,PZE-105072281,0.609396521739131,25,1057691
5,77098988,PZE-105072321,77445365,PZE-105072520,0.606015942028986,15,346377
5,80236358,PZE-105073770,80280742,PZE-105073786,0.65508695652174,3,44384
5,82952810,PZE-105075264,82970956,PZE-105075181,0.272342391304348,4,18146
5,83860601,PZB02425.3,85288112,PZE-105076693,1.43811204013378,26,1427511
5,86219837,PZE-105077140,86343387,PZE-105077266,1.00986086956522,5,123550
5,87923755,PZE-105077925,87926129,PZE-105077955,0.60521739130435,2,2374
5,89317871,PZA03049.23,93700856,PZE-105080933,0.56413043478261,88,4382985
5,103563997,PZE-105084730,127342468,PZE-105090603,1.45465255308392,172,23778471
5,127604425,PZE-105090714,129223679,PZE-105091436,1.3730652173913,25,1619254
5,130108935,PZE-105091716,136200439,PZE-105093758,0.420514899853448,89,6091504
5,139235302,PZE-105094920,142790101,PZE-105096931,0.378871439280358,58,3554799
5,143953728,PZE-105097486,143973644,SYN34725,0.2153115942029,3,19916
5,144714036,PZE-105098137,145108294,PZE-105098310,0.664173913043479,13,394258
5,145867921,PZE-105098804,147629967,SYN28772,0.646846880907372,23,1762046
5,148303883,PZE-105099743,148306204,PZE-105099711,0.274065217391304,3,2321
5,152878762,PZE-105101893,152933958,PZE-105101928,0.658394927536232,6,55196
5,155218025,PZE-105102856,155959609,PUT-163a-149014113-778,0.524888339920946,22,741584
5,155962380,PZE-105103204,158624147,ZM013547-0240,0.430367753623187,36,2661767
5,160711196,PZE-105105740,161281322,PZE-105106024,0.207230179028128,17,570126
5,163409720,PZE-105106949,163412726,SYN33594,0.595923913043475,4,3006
5,163743094,SYN1392,163985401,PZE-105107473,1.20211304347826,5,242307
5,164710608,PZE-105108017,164733011,PZE-105108057,0.409967391304347,4,22403
5,164883273,PZE-105108343,164985178,PZE-105108414,0.36763043478261,3,101905
5,168224869,PZE-105111257,168673145,PUT-163a-18177956-1457,1.10468414322251,17,448276
5,168890197,SYN34468,169668984,PZA03536.1,2.48452173913043,14,778787
5,170067880,PZE-105113193,170413976,PZE-105113493,0.404183574879231,9,346096
5,171202290,PZE-105114470,171711004,PZE-105114903,0.903585144927538,12,508714
5,175727442,PZE-105119214,178238731,SYN31361,1.34272044241037,57,2511289
5,179152915,PZE-105122079,180440398,PZE-105123697,0.573935354691076,38,1287483
5,181588001,PZE-105124618,182518953,PZE-105125362,0.801570332480818,34,930952
5,183149204,SYN1146,183321037,PUT-163a-149076210-846,0.398317934782609,8,171833
5,184161821,PZE-105126747,184234139,PZE-105127132,0.486030434782608,5,72318
5,184431515,PZE-105127434,184448878,PZE-105127504,0.320478260869565,2,17363
5,185577768,PZE-105128272,185666322,PZE-105128589,0.70360559006211,7,88554
5,186407979,PZE-105129024,186507410,PZE-105129248,0.35176086956522,5,99431
5,186726280,PZE-105129479,186970512,PZE-105130385,0.933494279176201,19,244232
5,187658800,PZE-105130823,187662469,PZE-105130833,1.05740760869565,4,3669
