bid,chr,pos,mex
2_19144,2,1.9144e+20,7.72519181585678
2_19166,2,1.9166e+20,7.72519181585678
2_19177,2,1.9177e+20,7.72519181585678
2_19178,2,1.9178e+20,7.72519181585678
2_19179,2,1.9179e+20,7.72519181585678
2_19186,2,1.9186e+20,7.72519181585678
2_19197,2,1.9197e+20,6.88562020460357
2_19210,2,1.921e+20,7.17947570332481
2_19211,2,1.9211e+20,7.14368925831202
2_19216,2,1.9216e+20,8.60411125319694
2_19223,2,1.9223e+20,8.60411125319694
2_19238,2,1.9238e+20,8.60411125319694
2_19240,2,1.924e+20,8.60411125319694
2_19241,2,1.9241e+20,8.60411125319694
2_19242,2,1.9242e+20,6.84494884910486
2_19243,2,1.9243e+20,6.78875319693094
2_19245,2,1.9245e+20,6.91031969309463
2_19258,2,1.9258e+20,8.36558397271952
2_19260,2,1.926e+20,7.41912404092071
2_19270,2,1.927e+20,6.08696930946292
2_19275,2,1.9275e+20,6.55368925831202
2_19279,2,1.9279e+20,7.0477557544757
2_19318,2,1.9318e+20,7.0477557544757
2_19319,2,1.9319e+20,6.94632352941177
2_19332,2,1.9332e+20,6.84310741687979
2_19341,2,1.9341e+20,6.84310741687979
2_19342,2,1.9342e+20,6.84310741687979
2_19349,2,1.9349e+20,6.84310741687979
2_19350,2,1.935e+20,6.84315643648763
2_19357,2,1.9357e+20,6.84310741687979
2_19362,2,1.9362e+20,6.84303388746802
2_19364,2,1.9364e+20,6.84296035805626
2_19365,2,1.9365e+20,6.69245098039215
2_19383,2,1.9383e+20,8.50984015345268
2_19384,2,1.9384e+20,8.446984228474
2_19404,2,1.9404e+20,6.70074808184144
2_19412,2,1.9412e+20,7.42916879795396
2_19416,2,1.9416e+20,7.42916879795396
2_19417,2,1.9417e+20,7.42916879795396
2_19491,2,1.9491e+20,6.13524296675192
2_19504,2,1.9504e+20,7.96118606138107
2_19505,2,1.9505e+20,7.21933503836317
2_19511,2,1.9511e+20,8.64875959079284
2_19512,2,1.9512e+20,8.41571611253197
2_19518,2,1.9518e+20,6.65851449275363
2_19524,2,1.9524e+20,6.12296675191816
2_19529,2,1.9529e+20,6.38722506393862
2_19552,2,1.9552e+20,8.855952685422
2_19553,2,1.9553e+20,9.0894405370844
2_19554,2,1.9554e+20,8.42644501278772
2_19571,2,1.9571e+20,4.63684143222506
2_19572,2,1.9572e+20,4.63684143222506
2_19575,2,1.9575e+20,6.76771099744245
2_19591,2,1.9591e+20,6.76771099744245
2_19592,2,1.9592e+20,6.76771099744245
2_19608,2,1.9608e+20,6.55726342710998
2_19614,2,1.9614e+20,6.00423273657289
2_19622,2,1.9622e+20,7.05676470588235
2_19629,2,1.9629e+20,6.05143861892583
2_19630,2,1.963e+20,6.19595268542199
2_19638,2,1.9638e+20,7.96969096334186
2_19639,2,1.9639e+20,7.33333120204604
2_19641,2,1.9641e+20,7.33333120204604
2_19646,2,1.9646e+20,6.27732097186701
2_19651,2,1.9651e+20,7.24563938618925
2_19653,2,1.9653e+20,8.33951406649617
2_19687,2,1.9687e+20,6.39670076726343
2_19690,2,1.969e+20,6.2472378516624
2_19701,2,1.9701e+20,7.58820971867007
2_19709,2,1.9709e+20,7.58820971867007
2_19715,2,1.9715e+20,7.58820971867007
2_19722,2,1.9722e+20,7.58446930946292
2_19723,2,1.9723e+20,7.43622762148337
2_19738,2,1.9738e+20,5.70093350383632
2_19746,2,1.9746e+20,5.81338235294118
2_19759,2,1.9759e+20,7.43915728900256
2_19760,2,1.976e+20,7.36744245524297
2_19762,2,1.9762e+20,6.94015984654732
2_19776,2,1.9776e+20,8.07351662404092
2_19783,2,1.9783e+20,6.37184782608696
2_19794,2,1.9794e+20,5.58976342710998
2_19795,2,1.9795e+20,6.29009590792839
2_19799,2,1.9799e+20,6.29009590792839
2_19802,2,1.9802e+20,6.29009590792839
2_19812,2,1.9812e+20,6.22285805626598
2_19844,2,1.9844e+20,5.53397058823529
2_19857,2,1.9857e+20,5.53397058823529
2_19858,2,1.9858e+20,5.53397058823529
2_19866,2,1.9866e+20,6.88961849957375
2_19872,2,1.9872e+20,5.52625319693094
2_19880,2,1.988e+20,5.87145780051151
2_19886,2,1.9886e+20,5.8676726342711
2_19889,2,1.9889e+20,7.0976726342711
2_19890,2,1.989e+20,7.63804987212276
2_19891,2,1.9891e+20,7.63804987212276
2_19892,2,1.9892e+20,8.04384271099744
2_19916,2,1.9916e+20,6.21788363171355
2_19918,2,1.9918e+20,6.23968350383631
2_19929,2,1.9929e+20,6.70269181585678
2_19946,2,1.9946e+20,8.66333248081841
2_19948,2,1.9948e+20,8.38531329923273
2_19949,2,1.9949e+20,8.4294341432225
2_19950,2,1.995e+20,8.05436700767263
2_19955,2,1.9955e+20,6.70042199488491
2_19957,2,1.9957e+20,6.86380434782609
2_19965,2,1.9965e+20,6.34212915601023
2_19967,2,1.9967e+20,6.39459079283887
2_19970,2,1.997e+20,6.69764705882353
2_19979,2,1.9979e+20,6.14156649616369
2_19989,2,1.9989e+20,6.15921355498721
2_19990,2,1.999e+20,6.07705882352941
2_20009,2,2.0009e+20,7.6977557544757
2_20010,2,2.001e+20,7.6977557544757
2_20011,2,2.0011e+20,7.6977557544757
2_20027,2,2.0027e+20,7.6977557544757
2_20041,2,2.0041e+20,7.6977557544757
2_20074,2,2.0074e+20,7.6977557544757
2_20075,2,2.0075e+20,7.6977557544757
2_20079,2,2.0079e+20,7.6977557544757
2_20080,2,2.008e+20,7.6977557544757
2_20091,2,2.0091e+20,7.6977557544757
2_20121,2,2.0121e+20,7.6977557544757
2_20126,2,2.0126e+20,7.6977557544757
2_20142,2,2.0142e+20,7.6977557544757
2_20161,2,2.0161e+20,7.6977557544757
2_20167,2,2.0167e+20,7.6977557544757
2_20168,2,2.0168e+20,7.6977557544757
2_20177,2,2.0177e+20,7.6977557544757
2_20183,2,2.0183e+20,7.66769181585678
2_20188,2,2.0188e+20,7.79996803069054
2_20197,2,2.0197e+20,8.12095907928389
2_20216,2,2.0216e+20,8.1504347826087
2_20227,2,2.0227e+20,8.1504347826087
2_20228,2,2.0228e+20,7.9983152173913
2_20231,2,2.0231e+20,6.85444373401534
2_20242,2,2.0242e+20,5.88296035805626
2_20253,2,2.0253e+20,7.31667519181586
2_20264,2,2.0264e+20,6.67048593350384
2_20273,2,2.0273e+20,6.67048593350384
2_20274,2,2.0274e+20,6.67048593350384
2_20275,2,2.0275e+20,6.67048593350384
2_20282,2,2.0282e+20,6.67831202046036
2_20292,2,2.0292e+20,6.74232896419438
2_20296,2,2.0296e+20,6.74295396419437
2_20305,2,2.0305e+20,6.74295396419437
2_20306,2,2.0306e+20,6.74295396419437
2_20314,2,2.0314e+20,6.74295396419437
2_20315,2,2.0315e+20,6.56686061381075
2_20325,2,2.0325e+20,6.07322890025576
2_20326,2,2.0326e+20,6.22945012787724
2_20327,2,2.0327e+20,6.22945012787724
2_20330,2,2.033e+20,6.22945012787724
2_20351,2,2.0351e+20,6.22945012787724
2_20352,2,2.0352e+20,6.22945012787724
2_20360,2,2.036e+20,6.22945012787724
2_20361,2,2.0361e+20,6.22945012787724
2_20363,2,2.0363e+20,6.32754688832055
2_20372,2,2.0372e+20,8.31081202046036
2_20377,2,2.0377e+20,8.99541560102302
2_20378,2,2.0378e+20,8.83952046035805
2_20384,2,2.0384e+20,7.54512148337596
2_20390,2,2.039e+20,7.57656862745098
2_20394,2,2.0394e+20,6.53384271099744
2_20395,2,2.0395e+20,6.78642583120205
2_20403,2,2.0403e+20,6.78642583120205
2_20404,2,2.0404e+20,6.78642583120205
2_20408,2,2.0408e+20,7.1582320971867
2_20412,2,2.0412e+20,7.1290057544757
2_20417,2,2.0417e+20,6.03607097186701
2_20424,2,2.0424e+20,5.9430242966752
2_20434,2,2.0434e+20,5.98465473145781
2_20443,2,2.0443e+20,5.90771099744245
2_20448,2,2.0448e+20,5.90168158567775
2_20449,2,2.0449e+20,5.93856138107417
2_20463,2,2.0463e+20,6.03182225063938
2_20470,2,2.047e+20,6.04604219948849
2_20477,2,2.0477e+20,7.51374680306906
2_20488,2,2.0488e+20,7.51374680306906
2_20492,2,2.0492e+20,6.59966112531969
2_20503,2,2.0503e+20,6.32410485933504
2_20564,2,2.0564e+20,7.86604859335038
2_20571,2,2.0571e+20,7.86604859335038
2_20577,2,2.0577e+20,6.2223273657289
2_20590,2,2.059e+20,6.13308610400682
2_20591,2,2.0591e+20,5.67934782608696
2_20592,2,2.0592e+20,5.67934782608696
2_20594,2,2.0594e+20,5.68096547314578
2_20595,2,2.0595e+20,6.57445865302643
2_20596,2,2.0596e+20,6.50826086956522
2_20605,2,2.0605e+20,5.86684782608696
2_20606,2,2.0606e+20,6.00337595907929
2_20608,2,2.0608e+20,6.01450767263428
2_20612,2,2.0612e+20,5.60422634271099
2_20613,2,2.0613e+20,5.60422634271099
2_20622,2,2.0622e+20,5.60422634271099
2_20626,2,2.0626e+20,5.60422634271099
2_20637,2,2.0637e+20,5.74420716112532
2_20642,2,2.0642e+20,5.95721867007673
2_20650,2,2.065e+20,6.4693094629156
2_20663,2,2.0663e+20,5.97500639386189
2_20686,2,2.0686e+20,5.3586189258312
2_20689,2,2.0689e+20,5.38604859335038
2_20690,2,2.069e+20,5.38604859335038
2_20695,2,2.0695e+20,5.38604859335038
2_20704,2,2.0704e+20,5.38604859335038
2_20715,2,2.0715e+20,6.51354859335038
2_20716,2,2.0716e+20,8.09023145780051
2_20722,2,2.0722e+20,5.92504475703325
2_20736,2,2.0736e+20,6.05674872122762
2_20761,2,2.0761e+20,6.77913043478261
2_20770,2,2.077e+20,7.43530690537085
2_20783,2,2.0783e+20,7.43530690537085
2_20784,2,2.0784e+20,5.69308983375959
2_20797,2,2.0797e+20,6.56716112531969
2_20807,2,2.0807e+20,6.56716112531969
2_20808,2,2.0808e+20,4.57148976982097
2_20813,2,2.0813e+20,4.57148976982097
2_20821,2,2.0821e+20,4.57148976982097
2_20822,2,2.0822e+20,4.57148976982097
2_20823,2,2.0823e+20,4.57148976982097
2_20833,2,2.0833e+20,4.57148976982097
2_20853,2,2.0853e+20,4.57148976982097
2_20854,2,2.0854e+20,4.57148976982097
2_20858,2,2.0858e+20,4.57148976982097
2_20861,2,2.0861e+20,4.57148976982097
2_20867,2,2.0867e+20,4.57148976982097
2_20885,2,2.0885e+20,4.57148976982097
2_20886,2,2.0886e+20,5.36547953964194
2_20887,2,2.0887e+20,6.08139386189259
2_20894,2,2.0894e+20,5.9115952685422
2_20900,2,2.09e+20,6.50633951406649
2_20902,2,2.0902e+20,6.24564578005115
2_20912,2,2.0912e+20,5.81744245524297
2_20913,2,2.0913e+20,6.00396419437341
2_20925,2,2.0925e+20,7.75257033248082
2_20926,2,2.0926e+20,7.85742966751918
2_20928,2,2.0928e+20,7.85742966751918
2_20929,2,2.0929e+20,7.85742966751918
2_20930,2,2.093e+20,7.85742966751918
2_20934,2,2.0934e+20,7.85742966751918
2_20935,2,2.0935e+20,7.85742966751918
2_20948,2,2.0948e+20,7.85742966751918
2_20954,2,2.0954e+20,7.879047314578
2_20964,2,2.0964e+20,8.89970588235294
2_20965,2,2.0965e+20,8.89970588235294
2_20982,2,2.0982e+20,8.89970588235294
2_20983,2,2.0983e+20,8.89970588235294
2_20993,2,2.0993e+20,8.79634430946291
2_21000,2,2.1e+20,6.89089300937766
2_21003,2,2.1003e+20,5.86521099744245
2_21008,2,2.1008e+20,5.82691815856777
2_21031,2,2.1031e+20,6.59265345268542
2_21039,2,2.1039e+20,5.74061381074169
2_21047,2,2.1047e+20,5.92104219948849
2_21053,2,2.1053e+20,6.2656074168798
2_21062,2,2.1062e+20,5.9081905370844
2_21075,2,2.1075e+20,6.26639386189259
2_21079,2,2.1079e+20,6.26639386189259
2_21086,2,2.1086e+20,6.26639386189259
2_21087,2,2.1087e+20,6.48174552429668
2_21088,2,2.1088e+20,6.49643861892583
2_21089,2,2.1089e+20,6.49643861892583
2_21096,2,2.1096e+20,6.4112084398977
2_21097,2,2.1097e+20,6.13093989769821
2_21115,2,2.1115e+20,7.60754475703325
2_21116,2,2.1116e+20,7.60754475703325
2_21117,2,2.1117e+20,7.60754475703325
2_21121,2,2.1121e+20,7.60754475703325
2_21129,2,2.1129e+20,7.60754475703325
2_21134,2,2.1134e+20,7.60754475703325
2_21140,2,2.114e+20,7.60754475703325
2_21150,2,2.115e+20,7.41824808184143
2_21151,2,2.1151e+20,5.86125959079284
2_21152,2,2.1152e+20,5.86125959079284
2_21166,2,2.1166e+20,6.20191815856777
2_21174,2,2.1174e+20,5.94868925831202
2_21177,2,2.1177e+20,6.65331202046036
2_21179,2,2.1179e+20,6.65331202046036
2_21180,2,2.118e+20,6.65331202046036
2_21185,2,2.1185e+20,6.65331202046036
2_21190,2,2.119e+20,6.65331202046036
2_21195,2,2.1195e+20,6.65331202046036
2_21214,2,2.1214e+20,6.65331202046036
2_21224,2,2.1224e+20,6.65331202046036
2_21225,2,2.1225e+20,6.65331202046036
2_21235,2,2.1235e+20,6.65331202046036
2_21241,2,2.1241e+20,6.6005179028133
2_21254,2,2.1254e+20,5.96572890025576
2_21309,2,2.1309e+20,6.24897058823529
2_21316,2,2.1316e+20,6.33343350383631
2_21317,2,2.1317e+20,6.33343350383631
2_21320,2,2.132e+20,6.36489769820972
2_21321,2,2.1321e+20,6.36489769820972
2_21322,2,2.1322e+20,6.36489769820972
2_21323,2,2.1323e+20,6.36489769820972
2_21339,2,2.1339e+20,6.36489769820972
2_21340,2,2.134e+20,6.36489769820972
2_21341,2,2.1341e+20,6.36489769820972
2_21358,2,2.1358e+20,5.9712915601023
2_21359,2,2.1359e+20,5.9712915601023
2_21366,2,2.1366e+20,5.9712915601023
2_21380,2,2.138e+20,5.9712915601023
2_21395,2,2.1395e+20,6.68481457800511
2_21406,2,2.1406e+20,6.44367007672635
2_21408,2,2.1408e+20,6.74266304347826
2_21415,2,2.1415e+20,6.97133631713555
2_21421,2,2.1421e+20,6.85507672634271
2_21424,2,2.1424e+20,6.08040281329923
2_21453,2,2.1453e+20,5.88459079283887
2_21458,2,2.1458e+20,6.05888427109974
2_21461,2,2.1461e+20,6.08374680306906
2_21466,2,2.1466e+20,5.80148337595908
2_21467,2,2.1467e+20,5.71078644501278
2_21483,2,2.1483e+20,8.65992966751918
2_21484,2,2.1484e+20,8.65992966751918
2_21485,2,2.1485e+20,8.65992966751918
2_21493,2,2.1493e+20,5.93192455242967
2_21495,2,2.1495e+20,5.99395140664962
2_21502,2,2.1502e+20,6.00978260869565
2_21509,2,2.1509e+20,6.84666560102302
2_21513,2,2.1513e+20,5.81785805626598
2_21526,2,2.1526e+20,6.05945012787724
2_21541,2,2.1541e+20,6.13459079283887
2_21549,2,2.1549e+20,6.07580562659847
2_21552,2,2.1552e+20,5.93650255754475
2_21556,2,2.1556e+20,7.42783248081842
2_21566,2,2.1566e+20,6.06522378516624
2_21600,2,2.16e+20,6.08817135549872
2_21619,2,2.1619e+20,6.16674872122763
2_21650,2,2.165e+20,5.82847826086957
2_21668,2,2.1668e+20,6.46549232736572
2_21669,2,2.1669e+20,6.38860613810741
2_21698,2,2.1698e+20,5.94368286445012
2_21712,2,2.1712e+20,5.92945012787724
2_21723,2,2.1723e+20,6.56817774936061
2_21728,2,2.1728e+20,6.56817774936061
2_21733,2,2.1733e+20,6.56817774936061
2_21734,2,2.1734e+20,6.94963554987212
2_21735,2,2.1735e+20,6.94963554987212
2_21746,2,2.1746e+20,6.72952685421995
2_21765,2,2.1765e+20,7.41289002557545
2_21766,2,2.1766e+20,7.41289002557545
2_21769,2,2.1769e+20,6.34530051150895
2_21770,2,2.177e+20,6.27929667519181
2_21784,2,2.1784e+20,5.8849104859335
2_21788,2,2.1788e+20,5.77668797953964
2_21811,2,2.1811e+20,5.875
2_21836,2,2.1836e+20,6.62566496163683
2_21846,2,2.1846e+20,7.52194373401534
2_21847,2,2.1847e+20,7.46839514066496
2_21902,2,2.1902e+20,6.23349744245524
2_21905,2,2.1905e+20,6.61775895140666
2_21923,2,2.1923e+20,5.88351023017903
2_21926,2,2.1926e+20,5.89257033248082
2_21933,2,2.1933e+20,6.09228900255754
2_21939,2,2.1939e+20,6.01842071611254
2_21940,2,2.194e+20,5.99230818414322
2_21955,2,2.1955e+20,5.97705882352941
2_21966,2,2.1966e+20,6.53057544757033
2_21973,2,2.1973e+20,6.21309303069054
2_21977,2,2.1977e+20,5.94658567774936
2_21980,2,2.198e+20,5.88242966751918
2_21991,2,2.1991e+20,6.80066496163683
2_22000,2,2.2e+20,5.85560741687979
2_22010,2,2.201e+20,5.92360613810741
2_22014,2,2.2014e+20,6.0737148337596
2_22023,2,2.2023e+20,5.10451406649616
2_22032,2,2.2032e+20,5.10451406649616
2_22043,2,2.2043e+20,5.10451406649616
2_22062,2,2.2062e+20,5.10451406649616
2_22065,2,2.2065e+20,5.10451406649616
2_22067,2,2.2067e+20,5.10451406649616
2_22076,2,2.2076e+20,3.52114450127877
2_22083,2,2.2083e+20,3.52114450127877
2_22085,2,2.2085e+20,3.52114450127877
2_22092,2,2.2092e+20,3.52114450127877
2_22098,2,2.2098e+20,3.52114450127877
2_22101,2,2.2101e+20,3.52114450127877
2_22107,2,2.2107e+20,3.52114450127877
2_22124,2,2.2124e+20,3.52114450127877
2_22137,2,2.2137e+20,3.52114450127877
2_22165,2,2.2165e+20,3.52114450127877
2_22175,2,2.2175e+20,3.52114450127877
2_22176,2,2.2176e+20,3.52114450127877
2_22202,2,2.2202e+20,3.52114450127877
2_22216,2,2.2216e+20,3.52114450127877
2_22243,2,2.2243e+20,6.40475063938619
2_22244,2,2.2244e+20,6.35893222506393
2_22247,2,2.2247e+20,5.95964833759591
2_22260,2,2.226e+20,5.9995716112532
2_22265,2,2.2265e+20,6.02833759590793
2_22269,2,2.2269e+20,6.23472506393862
2_22271,2,2.2271e+20,6.03847186700767
2_22273,2,2.2273e+20,6.07866368286445
2_22288,2,2.2288e+20,5.71446291560102
2_22317,2,2.2317e+20,6.4357384910486
2_22328,2,2.2328e+20,6.3938746803069
2_22329,2,2.2329e+20,7.04549232736572
2_22331,2,2.2331e+20,7.0776991231275
2_22364,2,2.2364e+20,5.79969309462915
2_22389,2,2.2389e+20,6.21652173913043
2_22398,2,2.2398e+20,5.89680306905371
2_22407,2,2.2407e+20,6.30337595907929
2_22418,2,2.2418e+20,5.93685421994885
2_22424,2,2.2424e+20,6.29428388746803
2_22434,2,2.2434e+20,6.02078005115089
2_22454,2,2.2454e+20,6.54848465473146
2_22455,2,2.2455e+20,7.25216112531969
2_22456,2,2.2456e+20,7.25216112531969
2_22460,2,2.246e+20,7.25216112531969
2_22473,2,2.2473e+20,6.38708439897698
2_22491,2,2.2491e+20,7.29825447570332
2_22492,2,2.2492e+20,7.29825447570332
2_22498,2,2.2498e+20,7.29825447570332
2_22502,2,2.2502e+20,7.29825447570332
2_22510,2,2.251e+20,7.29825447570332
2_22516,2,2.2516e+20,5.97220907928389
2_22531,2,2.2531e+20,6.73340153452685
2_22540,2,2.254e+20,5.91510230179028
2_22553,2,2.2553e+20,5.54530690537085
2_22554,2,2.2554e+20,5.54530690537085
2_22565,2,2.2565e+20,5.96277493606138
2_22568,2,2.2568e+20,7.36101023017903
2_22570,2,2.257e+20,6.16382352941176
2_22578,2,2.2578e+20,5.91618286445012
2_22585,2,2.2585e+20,5.72709505541347
2_22621,2,2.2621e+20,6.36007672634271
2_22632,2,2.2632e+20,6.36007672634271
2_22637,2,2.2637e+20,6.24102941176471
2_22639,2,2.2639e+20,6.04103580562659
2_22645,2,2.2645e+20,7.01971867007673
2_22659,2,2.2659e+20,5.95347186700767
2_22663,2,2.2663e+20,5.91884271099744
2_22670,2,2.267e+20,5.94057544757033
2_22671,2,2.2671e+20,5.9908567774936
2_22698,2,2.2698e+20,6.93373401534527
2_22804,2,2.2804e+20,6.61998081841432
2_22805,2,2.2805e+20,6.61998081841432
2_22817,2,2.2817e+20,5.97187979539642
2_22818,2,2.2818e+20,5.98298593350384
2_22833,2,2.2833e+20,6.1352557544757
2_22874,2,2.2874e+20,5.58805626598466
2_22880,2,2.288e+20,5.75652493606139
2_22881,2,2.2881e+20,6.00596547314578
2_22887,2,2.2887e+20,6.193273657289
2_22888,2,2.2888e+20,6.21217391304348
2_22912,2,2.2912e+20,6.04502557544757
2_22913,2,2.2913e+20,6.04313725490196
2_22919,2,2.2919e+20,5.98074168797953
2_22924,2,2.2924e+20,5.65304667519182
2_22929,2,2.2929e+20,6.05263427109974
2_22930,2,2.293e+20,6.05925831202046
2_22941,2,2.2941e+20,6.58716751918158
2_22945,2,2.2945e+20,8.03132992327365
2_22948,2,2.2948e+20,7.08419437340153
2_22957,2,2.2957e+20,6.37220588235294
2_22959,2,2.2959e+20,6.33459079283887
2_22968,2,2.2968e+20,6.1208567774936
2_22970,2,2.297e+20,6.03945012787724
2_22972,2,2.2972e+20,5.95469309462915
2_22982,2,2.2982e+20,5.66673273657289
2_22990,2,2.299e+20,5.61026854219949
2_22992,2,2.2992e+20,5.69316496163683
2_22998,2,2.2998e+20,5.80173273657289
2_23000,2,2.3e+20,5.95602941176471
2_23029,2,2.3029e+20,7.22927749360614
2_23035,2,2.3035e+20,6.96634910485934
2_23041,2,2.3041e+20,6.96634910485934
2_23052,2,2.3052e+20,6.96634910485934
2_23062,2,2.3062e+20,6.01445652173913
2_23087,2,2.3087e+20,6.70167732310316
2_23088,2,2.3088e+20,5.93763427109974
2_23089,2,2.3089e+20,5.93778132992327
2_23092,2,2.3092e+20,5.93778132992327
2_23093,2,2.3093e+20,5.93778132992327
2_23094,2,2.3094e+20,6.63390025575447
2_23099,2,2.3099e+20,6.13787723785167
2_23112,2,2.3112e+20,6.40728260869566
2_23115,2,2.3115e+20,6.96091432225064
2_23130,2,2.313e+20,7.42985933503836
2_23133,2,2.3133e+20,7.42985933503836
2_23166,2,2.3166e+20,7.4720652173913
2_23171,2,2.3171e+20,6.6559462915601
2_23191,2,2.3191e+20,6.0622442455243
2_23210,2,2.321e+20,5.96807544757033
2_23216,2,2.3216e+20,5.65555626598466
2_23217,2,2.3217e+20,5.76681585677749
2_23237,2,2.3237e+20,6.07014279624894
2_23238,2,2.3238e+20,6.37618925831202
2_23239,2,2.3239e+20,7.10248081841433
2_23246,2,2.3246e+20,7.10248081841433
2_23253,2,2.3253e+20,6.02774936061381
2_23259,2,2.3259e+20,7.87755754475703
2_23260,2,2.326e+20,7.29052429667519
2_23265,2,2.3265e+20,6.66480818414322
2_23284,2,2.3284e+20,6.66480818414322
2_23288,2,2.3288e+20,6.00600383631714
2_23297,2,2.3297e+20,6.35406905370844
2_23299,2,2.3299e+20,6.8498753196931
2_23311,2,2.3311e+20,6.70080136402387
2_23312,2,2.3312e+20,6.74881074168798
2_23326,2,2.3326e+20,6.01
2_23343,2,2.3343e+20,6.52268542199489
2_23368,2,2.3368e+20,7.51992966751918
2_23369,2,2.3369e+20,7.70407928388747
2_23374,2,2.3374e+20,8.00007352941176
2_23375,2,2.3375e+20,8.02121163682865
2_23376,2,2.3376e+20,8.00102301790282
2_23379,2,2.3379e+20,7.97021099744245
2_23380,2,2.338e+20,7.97021099744245
2_23391,2,2.3391e+20,7.27987851662404
2_23403,2,2.3403e+20,7.51241048593351
2_23410,2,2.341e+20,7.48482097186701
2_23421,2,2.3421e+20,6.94493179880648
2_23423,2,2.3423e+20,6.93425831202046
2_23426,2,2.3426e+20,6.41815856777494
2_23441,2,2.3441e+20,6.93227141943734
2_23444,2,2.3444e+20,6.77308823529412
2_23472,2,2.3472e+20,7.56085495067592
2_23484,2,2.3484e+20,7.0077621483376
2_23485,2,2.3485e+20,7.06111572890026
2_23494,2,2.3494e+20,7.13795396419437
2_23495,2,2.3495e+20,7.13512148337596
2_23500,2,2.35e+20,6.89721867007673
2_23502,2,2.3502e+20,6.90232097186701
2_23515,2,2.3515e+20,5.82796035805626
2_23516,2,2.3516e+20,5.82609974424553
2_23520,2,2.352e+20,7.28520460358056
2_23541,2,2.3541e+20,6.00854859335038
2_23546,2,2.3546e+20,5.95534526854219
2_23557,2,2.3557e+20,6.28003836317136
2_23558,2,2.3558e+20,6.49372122762148
2_23577,2,2.3577e+20,5.61679454390452
2_23578,2,2.3578e+20,5.57270460358056
2_23581,2,2.3581e+20,5.91796675191816
2_23589,2,2.3589e+20,7.83159846547315
2_23592,2,2.3592e+20,5.73790920716113
2_23593,2,2.3593e+20,3.13656010230179
2_23596,2,2.3596e+20,3.13656010230179
2_23602,2,2.3602e+20,3.08906010230179
2_23612,2,2.3612e+20,3.11553069053708
2_23632,2,2.3632e+20,3.11553069053708
2_23637,2,2.3637e+20,3.11553069053708
2_23638,2,2.3638e+20,3.11553069053708
2_23643,2,2.3643e+20,3.11553069053708
2_23644,2,2.3644e+20,3.11553069053708
2_23647,2,2.3647e+20,3.11553069053708
2_23648,2,2.3648e+20,3.11553069053708
2_23659,2,2.3659e+20,3.11553069053708
2_23667,2,2.3667e+20,3.11553069053708
2_23668,2,2.3668e+20,3.11553069053708
2_23681,2,2.3681e+20,3.11553069053708
2_23685,2,2.3685e+20,3.11553069053708
2_23690,2,2.369e+20,3.11553069053708
2_23698,2,2.3698e+20,3.11553069053708
3_38,3,3.8e+17,8.09708439897698
3_99,3,9.9e+17,8.09708439897698
3_102,3,1.02e+18,8.09708439897698
3_110,3,1.1e+18,8.09708439897698
3_123,3,1.23e+18,8.09708439897698
3_129,3,1.29e+18,8.09708439897698
3_130,3,1.3e+18,8.09708439897698
3_135,3,1.35e+18,8.09708439897698
3_147,3,1.47e+18,8.09708439897698
3_148,3,1.48e+18,7.76717710997442
3_154,3,1.54e+18,6.22450341005968
3_155,3,1.55e+18,6.02005882352941
3_160,3,1.6e+18,6.49647058823529
3_163,3,1.63e+18,6.18897058823529
3_167,3,1.67e+18,5.97021739130435
3_169,3,1.69e+18,5.98355072463768
3_172,3,1.72e+18,6.57790281329923
3_177,3,1.77e+18,6.57790281329923
3_178,3,1.78e+18,6.57790281329923
3_185,3,1.85e+18,6.57790281329923
3_189,3,1.89e+18,5.94864450127877
3_196,3,1.96e+18,6.32466751918158
3_198,3,1.98e+18,6.08299232736572
3_210,3,2.1e+18,5.93978260869565
3_213,3,2.13e+18,6.51838874680306
3_214,3,2.14e+18,6.19011508951407
3_222,3,2.22e+18,5.90782608695652
3_245,3,2.45e+18,5.22873685706167
3_262,3,2.62e+18,5.75523657289003
3_263,3,2.63e+18,5.80144181585678
3_272,3,2.72e+18,5.33690537084399
3_274,3,2.74e+18,5.33690537084399
3_275,3,2.75e+18,5.33690537084399
3_278,3,2.78e+18,5.33690537084399
3_281,3,2.81e+18,6.88714194373402
3_288,3,2.88e+18,6.88714194373402
3_294,3,2.94e+18,6.88714194373402
3_303,3,3.03e+18,6.88714194373402
3_310,3,3.1e+18,6.88714194373402
3_311,3,3.11e+18,5.71900255754476
3_312,3,3.12e+18,5.71900255754476
3_313,3,3.13e+18,5.71900255754476
3_320,3,3.2e+18,5.71900255754476
3_331,3,3.31e+18,5.71900255754476
3_345,3,3.45e+18,5.90396419437341
3_346,3,3.46e+18,5.89984654731459
3_348,3,3.48e+18,7.07529411764706
3_369,3,3.69e+18,5.81289641943734
3_370,3,3.7e+18,6.58019820971867
3_371,3,3.71e+18,6.58019820971867
3_383,3,3.83e+18,6.12596334185849
3_384,3,3.84e+18,5.87804347826087
3_385,3,3.85e+18,5.87804347826087
3_389,3,3.89e+18,5.87804347826087
3_406,3,4.06e+18,5.95546675191816
3_435,3,4.35e+18,7.4236189258312
3_444,3,4.44e+18,7.4236189258312
3_455,3,4.55e+18,6.07996163682864
3_468,3,4.68e+18,8.32073955669224
3_470,3,4.7e+18,5.93384910485934
3_471,3,4.71e+18,5.67756873401534
